user,login_attempt_count,failed_login_count,success_login_count,unique_ip_count,unique_country_count,unique_device_count,avg_login_hour,std_login_hour,first_login_time,last_login_time,failed_login_ratio,activity_span_hours,login_rate_per_hour,ip_entropy,country_entropy,device_entropy
user_107847,10,0,10,2,1,1,6.0,0.0,2020-02-07 06:07:59,2020-02-07 06:23:10,0.0,0.25305555555555553,7.980492130348038,0.7219280920019722,0.0,0.0
user_108298,20,1,19,1,1,1,7.95,2.9285347512832565,2020-02-07 06:39:57,2020-02-07 15:18:49,0.05,8.647777777777778,2.0730162386272024,0.0,0.0,0.0
user_10838,10,3,7,5,1,1,10.2,6.250333324444918,2020-02-03 17:27:26,2020-02-04 12:58:41,0.3,19.520833333333332,0.4873096446700508,2.1709505872411934,0.0,0.0
user_10842,22,0,22,15,1,1,15.772727272727273,4.330751811800263,2020-02-03 17:27:32,2020-02-14 12:16:25,0.0,258.8147222222222,0.08467572511608167,3.7887548923530776,0.0,0.0
user_108522,16,11,5,6,1,1,10.375,3.4034296427770228,2020-02-07 06:54:25,2020-02-15 08:11:32,0.6875,193.28527777777776,0.08235312620187668,2.382856055035879,0.0,0.0
user_108726,23,0,23,2,1,1,9.652173913043478,1.4650068461575656,2020-02-07 07:07:23,2020-02-14 13:46:48,0.0,174.65694444444443,0.1309370379448578,0.25801866577942545,0.0,0.0
user_109437,11,0,11,4,1,1,9.0,2.6076809620810595,2020-02-07 07:41:11,2020-02-17 07:34:57,0.0,239.8961111111111,0.045662837599426215,1.2776134310483354,0.0,0.0
user_1095,32,0,32,1,1,1,11.90625,3.8634714041031257,2020-02-03 13:10:45,2020-02-15 20:32:11,0.0,295.3572222222222,0.10797779706547841,0.0,0.0,0.0
user_109562,10,4,6,1,1,1,7.5,0.5270462766947298,2020-02-07 07:46:54,2020-02-07 08:03:26,0.4,0.27555555555555555,7.839721254355401,0.0,0.0,0.0
user_109809,13,0,13,3,1,2,12.461538461538462,5.092729860879862,2020-02-07 07:58:40,2020-02-15 19:56:22,0.0,203.96166666666667,0.06342649438512893,1.5262349056214373,0.0,0.3912435607438656
user_109834,18,2,16,9,2,1,11.333333333333334,3.2539568672798422,2020-02-07 07:59:30,2020-02-17 06:52:04,0.1111111111111111,238.8761111111111,0.0750387352730692,2.8582782954337898,0.5032583318902557,0.0
user_11021,15,4,11,1,1,2,17.6,4.595028369257987,2020-02-03 17:32:44,2020-02-07 13:58:13,0.26666666666666666,92.42472222222223,0.16055707357973886,0.0,0.0,0.3533593321360313
user_11046,14,0,14,5,1,1,11.857142857142858,4.605300338608896,2020-02-03 17:33:24,2020-02-17 04:08:26,0.0,322.5838888888889,0.043265442071521894,1.7534343789753097,0.0,0.0
user_110844,21,0,21,1,1,1,9.0,1.9235384061671343,2020-02-07 08:44:05,2020-02-12 10:34:47,0.0,121.845,0.17094712849525825,0.0,0.0,0.0
user_11095,10,1,9,3,1,2,12.9,3.178049716414141,2020-02-03 17:34:49,2020-02-14 12:20:01,0.1,258.75333333333333,0.03849806226419937,0.9219280905592773,0.0,0.4689955907038912
user_111093,13,1,12,2,1,1,9.846153846153847,1.0681880176381129,2020-02-07 08:54:54,2020-02-09 11:11:26,0.07692307692307693,50.275555555555556,0.2535321140677819,0.9957274491995354,0.0,0.0
user_11123,10,2,8,4,1,1,19.4,2.3190036174568127,2020-02-03 17:35:34,2020-02-13 21:16:59,0.2,243.69027777777777,0.04086799071388433,1.760964041672901,0.0,0.0
user_111356,12,2,10,2,1,2,7.5,1.5666989036012806,2020-02-07 09:04:59,2020-02-09 06:38:03,0.16666666666666666,45.55111111111111,0.25778117242696197,0.99999999711461,0.0,0.41381684741824376
user_111377,10,0,10,5,2,1,10.1,0.8755950357709134,2020-02-07 09:05:50,2020-02-12 11:48:14,0.0,122.70666666666666,0.08083638715240354,2.1709505872411934,0.4689955907038912,0.0
user_11140,20,1,19,3,1,1,14.4,2.9982451007565296,2020-02-03 17:36:09,2020-02-17 06:34:06,0.05,324.9658333333333,0.0613561237246235,1.076297621397114,0.0,0.0
user_111574,15,10,5,4,1,1,12.466666666666667,3.6226798814978842,2020-02-07 09:13:13,2020-02-12 19:18:40,0.6666666666666666,130.09083333333334,0.11442447666694214,1.6894822612484024,0.0,0.0
user_111650,12,2,10,2,1,1,8.75,0.8660254037844386,2020-02-07 09:15:54,2020-02-08 06:24:14,0.16666666666666666,21.13888888888889,0.5420326223337516,0.41381684741824376,0.0,0.0
user_111752,10,2,8,3,1,1,16.0,3.7416573867739413,2020-02-07 09:20:39,2020-02-08 18:52:38,0.2,33.533055555555556,0.28957761886759065,1.2954618399102367,0.0,0.0
user_111779,10,8,2,2,2,2,11.0,1.05409255338946,2020-02-07 09:21:29,2020-02-07 12:45:00,0.8,3.3919444444444444,2.2768958320156854,0.9709505915692787,0.9709505915692787,0.9709505915692787
user_111817,15,3,12,1,1,2,14.066666666666666,4.41534122070289,2020-02-07 09:23:17,2020-02-16 11:30:53,0.2,218.12666666666667,0.06845355806382913,0.0,0.0,0.9967916290962466
user_111981,12,0,12,1,1,1,12.833333333333334,3.95045068391704,2020-02-07 09:29:07,2020-02-12 16:12:16,0.0,126.71916666666667,0.09395614075151863,0.0,0.0,0.0
user_112367,11,0,11,4,1,2,10.909090909090908,1.3751033019046568,2020-02-07 09:43:25,2020-02-13 09:44:42,0.0,144.02138888888888,0.07585088023414172,1.6767370242813522,0.0,0.9456603017152501
user_112513,15,7,8,3,1,1,8.066666666666666,3.2396354880199243,2020-02-07 09:49:14,2020-02-11 03:09:41,0.4666666666666667,89.34083333333334,0.16603787508417198,0.9055872573701751,0.0,0.0
user_1127,15,1,14,1,1,1,12.733333333333333,6.215954893505521,2020-02-03 13:11:40,2020-02-08 04:04:07,0.06666666666666667,110.87416666666667,0.13407921101833162,0.0,0.0,0.0
user_112914,12,11,1,3,1,2,11.916666666666666,1.4433756729740637,2020-02-07 10:05:57,2020-02-07 13:41:43,0.9166666666666666,3.596111111111111,2.6109029372658044,1.4591479126991596,0.0,0.99999999711461
user_113065,16,1,15,1,1,1,11.5,1.460593486680443,2020-02-07 10:11:50,2020-02-15 15:01:53,0.0625,196.83416666666668,0.08087581770927671,0.0,0.0,0.0
user_113264,11,1,10,6,1,1,12.909090909090908,3.330301651638946,2020-02-07 10:19:26,2020-02-07 18:55:54,0.09090909090909091,8.607777777777779,1.1449057476581472,2.413088427769587,0.0,0.0
user_114425,10,6,4,2,1,2,11.2,0.6324555320336761,2020-02-07 11:03:39,2020-02-11 10:50:24,0.6,95.77916666666667,0.10332802342101864,0.9709505915692787,0.0,0.9709505915692787
user_114600,13,6,7,3,1,3,16.384615384615383,4.113766756037212,2020-02-07 11:09:39,2020-02-12 19:36:23,0.46153846153846156,128.44555555555556,0.1004283225036695,1.1401156741865242,0.0,1.2389012522745455
user_114728,10,5,5,3,1,1,9.6,2.988868236194653,2020-02-07 11:14:50,2020-02-15 03:02:18,0.5,183.79111111111112,0.05411515705421136,0.9219280905592773,0.0,0.0
user_115162,60,7,53,12,1,1,10.016666666666667,4.717409755603161,2020-02-07 11:31:42,2020-02-13 07:58:13,0.11666666666666667,140.44194444444443,0.4242023130809461,2.5572046553116303,0.0,0.0
user_115659,20,0,20,5,1,3,15.35,3.6602415796027223,2020-02-07 11:51:15,2020-02-15 13:57:08,0.0,194.09805555555556,0.1025125542284293,1.6954618370248467,0.0,0.7475846754964889
user_115683,28,3,25,8,3,1,7.035714285714286,3.824696965552549,2020-02-07 11:52:29,2020-02-15 11:28:39,0.10714285714285714,191.6027777777778,0.14537692718173556,2.881778233341271,1.0575851541396106,0.0
user_115701,10,1,9,1,1,1,12.4,1.837873166945363,2020-02-07 11:53:04,2020-02-07 15:38:37,0.1,3.7591666666666668,2.101208194711959,0.0,0.0,0.0
user_115820,19,1,18,3,1,1,11.789473684210526,1.988269693544869,2020-02-07 11:57:11,2020-02-11 12:01:39,0.05263157894736842,96.07444444444444,0.1957260750626667,0.9132829598370138,0.0,0.0
user_116619,16,4,12,2,1,2,13.0625,1.8062391868188445,2020-02-07 12:26:35,2020-02-12 14:29:20,0.25,122.04583333333333,0.13003284683891503,0.5435644403142064,0.0,0.33729006373162385
user_117680,20,3,17,3,1,1,16.5,2.9647046537910855,2020-02-07 13:04:23,2020-02-07 19:59:40,0.15,6.921388888888889,2.524809762597749,1.5219280905592771,0.0,0.0
user_117869,10,0,10,1,1,1,13.0,0.0,2020-02-07 13:11:50,2020-02-07 13:35:06,0.0,0.3877777777777778,7.205764611689352,0.0,0.0,0.0
user_118127,10,1,9,4,1,1,13.2,4.184627953726724,2020-02-07 13:21:53,2020-02-12 02:21:53,0.1,109.0,0.09090909090909091,1.7219280891165822,0.0,0.0
user_118583,13,7,6,1,1,1,14.846153846153847,3.2364114346539705,2020-02-07 13:41:26,2020-02-10 16:06:39,0.5384615384615384,74.42027777777778,0.1723674372866124,0.0,0.0,0.0
user_118621,73,7,66,10,3,1,11.054794520547945,3.8618159622949717,2020-02-07 13:42:37,2020-02-16 14:24:01,0.0958904109589041,216.69,0.3353392438789104,1.2776914634027168,0.8186534597436788,0.0
user_11869,17,1,16,11,1,1,15.352941176470589,4.457313883812035,2020-02-03 17:56:39,2020-02-16 18:50:05,0.058823529411764705,312.8905555555556,0.05415900446546301,3.33717532525343,0.0,0.0
user_119218,16,5,11,2,1,1,16.25,2.0493901531919194,2020-02-07 14:06:40,2020-02-07 18:46:08,0.3125,4.657777777777778,2.8279654359780046,0.9886994054031075,0.0,0.0
user_119866,10,0,10,1,1,1,12.9,3.247221034122015,2020-02-07 14:32:00,2020-02-10 10:51:07,0.0,68.31861111111111,0.14426140165980758,0.0,0.0,0.0
user_119901,16,3,13,5,2,1,14.9375,3.8551913052402473,2020-02-07 14:33:08,2020-02-12 13:43:42,0.1875,119.17611111111111,0.13313794107721538,1.974601745501106,0.6962122572397558,0.0
user_120279,13,0,13,1,1,1,14.076923076923077,0.2773500981126146,2020-02-07 14:47:43,2020-02-07 15:05:26,0.0,0.29527777777777775,10.036457216384303,0.0,0.0,0.0
user_120579,10,0,10,5,1,1,12.4,3.6575644598253874,2020-02-07 14:59:22,2020-02-16 11:03:12,0.0,212.0638888888889,0.04693427897213929,1.960964040230206,0.0,0.0
user_121196,14,0,14,2,1,1,12.357142857142858,6.020569138150707,2020-02-07 15:24:46,2020-02-12 23:04:15,0.0,127.65805555555555,0.1088155727175178,0.9852281331488615,0.0,0.0
user_121309,11,3,8,3,1,1,15.545454545454545,0.5222329678670937,2020-02-07 15:29:42,2020-02-07 16:27:38,0.2727272727272727,0.9655555555555555,5.596382136800452,1.4949188439058658,0.0,0.0
user_121364,12,0,12,1,1,1,15.666666666666666,0.7784989441615231,2020-02-07 15:32:03,2020-02-11 17:07:03,0.0,97.58333333333333,0.12172442941673711,0.0,0.0,0.0
user_122343,17,3,14,1,1,1,16.705882352941178,0.9851843661437772,2020-02-07 16:11:55,2020-02-09 18:28:24,0.17647058823529413,50.27472222222222,0.3315473836469129,0.0,0.0,0.0
user_122429,20,5,15,2,1,1,16.35,0.4893604849295917,2020-02-07 16:15:00,2020-02-07 17:17:12,0.25,1.0366666666666666,9.819967266775778,0.4689955907038912,0.0,0.0
user_12247,10,0,10,5,1,1,9.7,3.020301677353145,2020-02-03 18:07:27,2020-02-15 10:06:28,0.0,279.9836111111111,0.03558926430070556,2.0464393374575405,0.0,0.0
user_123595,11,0,11,1,1,2,12.090909090909092,4.085450904234328,2020-02-07 17:04:05,2020-02-14 20:02:23,0.0,170.97166666666666,0.06396402508165105,0.0,0.0,0.8453509337370464
user_123659,12,4,8,7,1,1,13.416666666666666,4.640892025018335,2020-02-07 17:06:43,2020-02-15 12:18:56,0.3333333333333333,187.20361111111112,0.06376073194958769,2.688721865442002,0.0,0.0
user_123670,11,0,11,3,1,3,13.0,2.04939015319192,2020-02-07 17:07:15,2020-02-13 13:48:49,0.0,140.6927777777778,0.07763275004214909,1.3221793411885816,0.0,1.2406705273486032
user_124145,30,6,24,4,1,1,11.966666666666667,2.0591818484673645,2020-02-07 17:26:23,2020-02-09 12:06:10,0.2,42.66305555555556,0.6870797203331064,1.211477819431605,0.0,0.0
user_124175,10,0,10,4,2,1,17.9,3.928528138289623,2020-02-07 17:27:36,2020-02-08 08:26:54,0.0,14.988333333333333,0.6254560617116648,1.760964041672901,0.7219280920019722,0.0
user_12430,20,3,17,3,1,1,15.0,4.129483209670111,2020-02-03 18:13:44,2020-02-06 06:49:48,0.15,60.60111111111111,0.3246694684439314,1.4577174648020632,0.0,0.0
user_124342,13,1,12,1,1,2,17.53846153846154,0.5188745216627713,2020-02-07 17:35:18,2020-02-07 18:08:19,0.07692307692307693,0.5502777777777778,8.385593979573553,0.0,0.0,0.7793498344066949
user_124561,12,6,6,1,1,2,15.666666666666666,2.386832565759421,2020-02-07 17:45:18,2020-02-08 13:45:01,0.5,19.995277777777776,0.5715570961724198,0.0,0.0,0.8112781215737428
user_124588,13,6,7,8,1,1,13.076923076923077,3.839738238941522,2020-02-07 17:46:44,2020-02-16 16:33:43,0.46153846153846156,214.78305555555556,0.06024569429944427,2.777362783522609,0.0,0.0
user_124907,29,10,19,1,1,1,18.03448275862069,0.18569533817705178,2020-02-07 18:01:49,2020-02-07 19:01:18,0.3448275862068966,0.9913888888888889,14.562700516111034,0.0,0.0,0.0
user_1256,12,11,1,1,1,1,13.666666666666666,2.229281716090851,2020-02-03 13:14:43,2020-02-05 08:28:59,0.9166666666666666,43.23777777777778,0.27126136534887224,0.0,0.0,0.0
user_125639,15,3,12,6,1,2,11.733333333333333,6.584252497617399,2020-02-07 18:38:25,2020-02-11 18:15:54,0.2,95.62472222222222,0.15523977357991542,2.282588721845663,0.0,0.5665095036675153
user_126099,10,0,10,1,1,1,19.0,0.0,2020-02-07 19:02:11,2020-02-07 19:43:02,0.0,0.6808333333333333,5.949429846306396,0.0,0.0,0.0
user_12687,33,2,31,7,1,1,15.181818181818182,4.882715339942427,2020-02-03 18:22:03,2020-02-17 08:19:53,0.06060606060606061,325.9638888888889,0.1009285768900745,2.290817701968128,0.0,0.0
user_127041,20,1,19,2,1,2,19.7,1.5252264715358452,2020-02-07 19:54:50,2020-02-08 20:14:56,0.05,24.335,0.789421748569173,0.7219280920019722,0.0,0.4689955907038912
user_12716,16,5,11,12,1,1,15.9375,6.71782454866653,2020-02-03 18:22:59,2020-02-12 07:37:36,0.3125,205.2436111111111,0.07757816067029685,3.405639044917227,0.0,0.0
user_127667,13,2,11,3,1,3,17.23076923076923,0.9268086959962982,2020-02-07 20:35:19,2020-02-15 16:34:06,0.15384615384615385,187.97972222222222,0.0687904492986461,1.5262349056214373,0.0,1.1401156741865242
user_127797,30,13,17,4,1,1,13.333333333333334,2.7333613679526705,2020-02-07 20:44:26,2020-02-16 16:19:17,0.43333333333333335,211.58083333333335,0.14112278858630245,1.1218339233831307,0.0,0.0
user_12803,44,2,42,14,3,2,12.045454545454545,8.023090355863564,2020-02-03 18:26:20,2020-02-17 01:02:27,0.045454545454545456,318.6019444444444,0.13767125252158285,3.0478042298945613,0.5304060735025193,0.5107878200686232
user_12823,23,1,22,19,1,1,12.08695652173913,3.1321361208992653,2020-02-03 18:26:58,2020-02-17 07:14:02,0.043478260869565216,324.78444444444443,0.0705988281276645,4.175735841689285,0.0,0.0
user_129098,14,0,14,2,1,2,17.857142857142858,3.5487190073893693,2020-02-07 22:35:22,2020-02-09 11:27:42,0.0,36.87222222222222,0.3696640751063518,0.5916727756969373,0.0,0.9852281331488615
user_130048,17,2,15,9,1,1,7.411764705882353,5.810107825262494,2020-02-08 02:03:31,2020-02-16 17:57:48,0.11764705882352941,207.90472222222223,0.0813768105343079,2.6961990368305995,0.0,0.0
user_130376,12,5,7,4,1,1,9.25,3.467380462644282,2020-02-08 03:09:47,2020-02-17 06:00:20,0.4166666666666667,218.8425,0.05458453210821383,1.4182958282837095,0.0,0.0
user_130576,78,6,72,2,1,1,6.3076923076923075,3.5136383344980655,2020-02-08 03:48:44,2020-02-17 05:29:58,0.07692307692307693,217.68722222222223,0.3566737882871783,0.4770713033339396,0.0,0.0
user_130805,10,7,3,1,1,1,9.4,4.033195589934446,2020-02-08 04:28:42,2020-02-13 16:44:20,0.7,132.26055555555556,0.07504095985725542,0.0,0.0,0.0
user_130819,11,3,8,5,1,1,7.454545454545454,3.6705213897656654,2020-02-08 04:31:11,2020-02-10 13:46:16,0.2727272727272727,57.25138888888889,0.18883669917264728,2.1180782021362337,0.0,0.0
user_130889,19,11,8,3,1,1,5.105263157894737,1.370106923731188,2020-02-08 04:43:52,2020-02-14 07:18:01,0.5789473684210527,146.56916666666666,0.1287531835354043,1.215533228054388,0.0,0.0
user_131117,21,1,20,3,1,2,5.761904761904762,0.9436504599035548,2020-02-08 05:21:07,2020-02-08 07:28:49,0.047619047619047616,2.1283333333333334,6.712839637719766,1.1657840474869883,0.0,0.2761954247625491
user_131341,10,3,7,3,1,2,7.8,1.398411797560202,2020-02-08 05:53:14,2020-02-17 09:32:34,0.3,219.65555555555557,0.04531950249257263,1.360964043115596,0.0,0.4689955907038912
user_131635,10,2,8,1,1,1,6.0,0.0,2020-02-08 06:30:00,2020-02-08 06:44:58,0.2,0.24944444444444444,8.003557136505114,0.0,0.0,0.0
user_132131,10,2,8,8,1,1,11.4,5.399588461684423,2020-02-08 07:20:21,2020-02-16 17:15:27,0.2,201.91833333333332,0.04928090939704808,2.8464393331294553,0.0,0.0
user_132707,15,4,11,3,1,1,12.733333333333333,3.034719725036204,2020-02-08 08:02:53,2020-02-08 16:15:17,0.26666666666666666,8.206666666666667,1.6292541636495292,1.5219280905592771,0.0,0.0
user_13292,13,0,13,2,1,1,15.23076923076923,4.621577042414673,2020-02-03 18:41:14,2020-02-16 19:00:22,0.0,312.31888888888886,0.04149127442045201,0.9957274491995354,0.0,0.0
user_13308,15,0,15,1,1,1,15.866666666666667,4.3730778090275875,2020-02-03 18:41:35,2020-02-16 22:00:57,0.0,315.3227777777778,0.04741991741909196,0.0,0.0,0.0
user_1331,17,0,17,10,1,2,10.705882352941176,3.2550865173285515,2020-02-03 13:16:16,2020-02-15 18:03:25,0.0,292.78583333333336,0.05786528168195085,3.101881209049067,0.0,0.8739810452419678
user_133187,26,2,24,2,1,1,9.346153846153847,2.038476052197968,2020-02-08 08:31:20,2020-02-08 18:59:32,0.07692307692307693,10.47,2.266782911944202,0.23519337893385142,0.0,0.0
user_133286,10,6,4,6,1,1,10.9,3.2812599206199238,2020-02-08 08:36:35,2020-02-12 12:37:10,0.6,100.00972222222222,0.09900037125139219,2.321928086231192,0.0,0.0
user_133559,28,1,27,1,1,2,15.857142857142858,5.031120085246357,2020-02-08 08:52:45,2020-02-16 18:41:46,0.03571428571428571,201.81694444444443,0.13805552626136597,0.0,0.0,0.5916727756969373
user_133561,16,1,15,5,1,1,8.25,4.024922359499621,2020-02-08 08:52:46,2020-02-16 11:19:46,0.0625,194.45,0.08186236889229982,1.3112781172456576,0.0,0.0
user_133576,13,5,8,4,1,1,3.8461538461538463,3.460398672748412,2020-02-08 08:53:38,2020-02-16 03:13:06,0.38461538461538464,186.32444444444445,0.06939831071462466,1.760495023995418,0.0,0.0
user_13414,10,0,10,3,2,3,10.8,5.2451035367389185,2020-02-03 18:45:03,2020-02-15 17:23:08,0.0,286.6347222222222,0.03476631723298745,1.1567796451189545,0.4689955907038912,1.1567796451189545
user_13440,66,10,56,1,1,1,17.09090909090909,4.256135020730113,2020-02-03 18:45:49,2020-02-16 21:17:22,0.15151515151515152,314.5258333333333,0.209174631765492,0.0,0.0,0.0
user_135194,28,4,24,1,1,1,10.642857142857142,1.9477296510683393,2020-02-08 10:13:13,2020-02-14 15:33:40,0.14285714285714285,149.34083333333334,0.1862434800924566,0.0,0.0,0.0
user_135382,27,7,20,3,1,1,10.481481481481481,1.9487741782260963,2020-02-08 10:22:04,2020-02-16 10:32:07,0.25925925925925924,192.1675,0.13977506568133874,0.6052912008980595,0.0,0.0
user_1357,16,5,11,3,1,1,13.4375,1.0307764064044156,2020-02-03 13:17:00,2020-02-04 11:33:22,0.3125,22.272777777777776,0.6874985080327517,1.0612781201310477,0.0,0.0
user_135759,30,22,8,2,1,1,11.666666666666666,1.2685406585123136,2020-02-08 10:38:55,2020-02-08 13:41:52,0.7333333333333333,3.049166666666667,7.408931878987446,0.9871377714867962,0.0,0.0
user_136548,20,5,15,7,1,1,14.45,4.616617581599849,2020-02-08 11:16:34,2020-02-13 03:48:43,0.25,112.53583333333333,0.17615583919907812,2.608694959463977,0.0,0.0
user_13663,13,0,13,2,1,1,13.615384615384615,4.7878050214139805,2020-02-03 18:53:25,2020-02-17 09:07:59,0.0,326.2427777777778,0.03972585762863792,0.6193821917933737,0.0,0.0
user_136999,38,2,36,6,1,1,13.973684210526315,5.359945754592707,2020-02-08 11:39:48,2020-02-17 10:17:30,0.05263157894736842,214.62833333333333,0.1762291597424581,2.3853814311323807,0.0,0.0
user_137575,29,29,0,1,1,2,14.586206896551724,4.960682854631654,2020-02-08 12:05:51,2020-02-16 22:44:23,1.0,202.64222222222222,0.14240661726993967,0.0,0.0,0.21639692956587464
user_137642,10,0,10,3,1,1,7.1,3.3813212407775355,2020-02-08 12:09:44,2020-02-13 05:46:25,0.0,113.61138888888888,0.08725136390847332,1.4854752928992492,0.0,0.0
user_137648,10,1,9,1,1,1,12.0,0.0,2020-02-08 12:10:03,2020-02-08 12:52:55,0.1,0.7144444444444444,5.832793259883344,0.0,0.0,0.0
user_138099,37,0,37,4,1,1,7.5675675675675675,5.6791066420918925,2020-02-08 12:30:52,2020-02-09 13:19:24,0.0,24.808888888888887,1.4336146030652661,1.4472051315327246,0.0,0.0
user_138229,12,1,11,3,1,1,14.0,2.954195783503986,2020-02-08 12:37:04,2020-02-10 18:24:01,0.08333333333333333,53.7825,0.21904805366677316,1.325011206496092,0.0,0.0
user_138726,15,1,14,4,1,2,13.533333333333333,2.3864697976798483,2020-02-08 13:03:20,2020-02-17 09:59:59,0.06666666666666667,212.94416666666666,0.07011175033984723,1.8294732925890607,0.0,0.9967916290962466
user_138793,13,1,12,8,1,1,13.692307692307692,3.301126458867624,2020-02-08 13:06:20,2020-02-13 09:00:03,0.07692307692307693,115.89527777777778,0.11121065150906675,2.815072398574383,0.0,0.0
user_138832,34,11,23,6,1,2,15.205882352941176,4.205187357658691,2020-02-08 13:08:39,2020-02-16 19:01:33,0.3235294117647059,197.88166666666666,0.17095592856723849,1.0696411320761423,0.0,0.1914332519288034
user_138951,14,2,12,3,1,2,8.0,5.114083119567588,2020-02-08 13:14:50,2020-02-16 18:49:36,0.14285714285714285,197.57944444444445,0.0705007511687178,1.3787834891580906,0.0,0.5916727756969373
user_139181,23,1,22,4,1,1,12.434782608695652,2.3707706257003847,2020-02-08 13:27:45,2020-02-09 05:58:36,0.043478260869565216,16.514166666666668,1.3132226293000904,1.5645247150266706,0.0,0.0
