timestamp,user,ip,country,device,success,hour,day_of_week
2020-02-03 13:57:23,user_2982,10.0.160.74,NO,desktop,1,13,0
2020-02-03 13:57:39,user_536,10.0.83.252,PL,mobile,1,13,0
2020-02-03 13:57:46,user_3002,93.91.98.176,NO,desktop,1,13,0
2020-02-03 13:57:54,user_3011,10.0.77.224,NO,desktop,1,13,0
2020-02-03 14:00:49,user_3125,109.203.29.231,NO,mobile,1,14,0
2020-02-03 14:01:47,user_3174,87.248.21.20,NO,desktop,1,14,0
2020-02-03 14:02:40,user_3216,109.203.13.115,NO,desktop,1,14,0
2020-02-03 14:04:12,user_2982,10.0.160.74,NO,desktop,0,14,0
2020-02-03 14:05:00,user_2982,10.0.160.74,NO,desktop,1,14,0
2020-02-03 14:05:20,user_2982,10.0.160.74,NO,desktop,1,14,0
2020-02-03 14:07:21,user_3379,141.0.77.49,BR,desktop,1,14,0
2020-02-03 14:07:35,user_479,141.0.78.164,NO,mobile,1,14,0
2020-02-03 14:09:09,user_2982,10.0.160.74,NO,desktop,1,14,0
2020-02-03 14:09:34,user_3379,141.0.77.49,BR,mobile,1,14,0
2020-02-03 14:10:49,user_3379,141.0.77.49,BR,mobile,0,14,0
2020-02-03 14:14:42,user_3379,141.0.77.49,BR,mobile,0,14,0
2020-02-03 14:16:25,user_3379,141.0.77.49,BR,mobile,1,14,0
2020-02-03 14:18:34,user_3838,10.0.77.205,NO,desktop,1,14,0
2020-02-03 14:22:26,user_479,141.0.78.164,NO,mobile,1,14,0
2020-02-03 14:22:43,user_3379,141.0.77.49,BR,mobile,0,14,0
2020-02-03 14:24:12,user_851,95.169.53.178,NO,desktop,1,14,0
2020-02-03 14:25:46,user_4119,91.229.143.50,NO,desktop,1,14,0
2020-02-03 14:26:42,user_3379,141.0.77.49,BR,mobile,0,14,0
2020-02-03 14:29:45,user_4276,188.228.92.7,NO,mobile,1,14,0
2020-02-03 14:30:19,user_4291,84.209.121.191,NO,desktop,1,14,0
2020-02-03 14:34:39,user_4451,37.191.139.218,NO,desktop,1,14,0
2020-02-03 14:38:40,user_4626,209.236.123.6,US,mobile,0,14,0
2020-02-03 14:38:57,user_4634,10.0.74.68,NO,tablet,1,14,0
2020-02-03 14:38:58,user_479,141.0.78.164,NO,mobile,1,14,0
2020-02-03 14:40:50,user_4696,62.113.155.120,NO,mobile,0,14,0
2020-02-03 14:41:14,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:41:53,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:42:19,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:42:52,user_4768,176.107.131.223,PL,mobile,0,14,0
2020-02-03 14:43:05,user_1357,176.112.72.18,PL,mobile,0,14,0
2020-02-03 14:43:06,user_4774,10.0.77.119,NO,desktop,1,14,0
2020-02-03 14:43:35,user_4795,10.3.118.155,ID,mobile,1,14,0
2020-02-03 14:44:03,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:44:18,user_4795,10.3.118.155,ID,mobile,1,14,0
2020-02-03 14:44:19,user_479,141.0.78.164,NO,mobile,1,14,0
2020-02-03 14:44:25,user_1357,176.112.72.18,PL,mobile,0,14,0
2020-02-03 14:45:02,user_4795,10.3.118.155,ID,mobile,1,14,0
2020-02-03 14:45:20,user_4795,103.20.90.47,ID,mobile,1,14,0
2020-02-03 14:45:54,user_4774,10.0.77.119,NO,desktop,1,14,0
2020-02-03 14:47:04,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:47:45,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:48:15,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:49:32,user_5029,38.135.39.182,US,mobile,1,14,0
2020-02-03 14:49:35,user_4768,10.0.79.53,PL,mobile,0,14,0
2020-02-03 14:50:22,user_4795,10.0.112.34,ID,mobile,1,14,0
2020-02-03 14:51:02,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:51:30,user_1357,176.112.72.18,PL,mobile,1,14,0
2020-02-03 14:51:42,user_4795,10.0.112.34,ID,mobile,1,14,0
2020-02-03 14:52:04,user_4795,10.0.112.34,ID,mobile,1,14,0
2020-02-03 14:53:03,user_4795,10.0.112.34,ID,mobile,1,14,0
2020-02-03 14:54:46,user_4696,46.212.96.218,NO,mobile,0,14,0
2020-02-03 14:57:42,user_5344,209.236.123.79,US,mobile,0,14,0
2020-02-03 15:01:57,user_2899,51.175.220.252,NO,desktop,1,15,0
2020-02-03 15:03:30,user_5547,77.222.192.23,NO,desktop,1,15,0
2020-02-03 15:08:19,user_5753,78.91.70.65,NO,desktop,1,15,0
2020-02-03 15:08:22,user_479,81.166.249.191,NO,mobile,1,15,0
2020-02-03 15:09:40,user_4696,46.212.96.218,NO,desktop,0,15,0
2020-02-03 15:10:55,user_5846,158.248.83.217,NO,mobile,1,15,0
2020-02-03 15:12:25,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:16:19,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:16:28,user_6059,158.248.239.5,NO,mobile,1,15,0
2020-02-03 15:16:58,user_6079,80.203.212.171,NO,mobile,1,15,0
2020-02-03 15:18:41,user_6144,78.108.186.73,CZ,mobile,1,15,0
2020-02-03 15:21:32,user_6252,79.160.79.238,NO,mobile,0,15,0
2020-02-03 15:21:46,user_6079,80.203.212.171,NO,mobile,1,15,0
2020-02-03 15:22:05,user_6252,79.160.79.238,NO,mobile,1,15,0
2020-02-03 15:22:14,user_4795,10.3.118.155,ID,mobile,1,15,0
2020-02-03 15:22:22,user_6252,79.160.79.238,NO,mobile,1,15,0
2020-02-03 15:22:37,user_4795,10.3.118.155,ID,mobile,0,15,0
2020-02-03 15:23:14,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:23:30,user_6252,79.160.79.238,NO,mobile,0,15,0
2020-02-03 15:23:52,user_6336,51.175.104.83,NO,desktop,1,15,0
2020-02-03 15:24:15,user_4795,10.3.118.155,ID,mobile,1,15,0
2020-02-03 15:24:48,user_4696,46.212.96.218,NO,desktop,0,15,0
2020-02-03 15:25:17,user_4795,10.3.118.155,ID,mobile,0,15,0
2020-02-03 15:28:24,user_4795,10.3.118.155,ID,mobile,1,15,0
2020-02-03 15:28:48,user_6525,84.48.168.2,NO,desktop,1,15,0
2020-02-03 15:29:15,user_4795,10.3.118.155,ID,mobile,1,15,0
2020-02-03 15:29:38,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:29:52,user_6566,156.52.117.88,NO,desktop,1,15,0
2020-02-03 15:30:04,user_4795,10.3.118.155,ID,mobile,1,15,0
2020-02-03 15:32:12,user_6664,10.0.77.227,NO,desktop,1,15,0
2020-02-03 15:32:27,user_6670,10.3.55.70,NO,desktop,1,15,0
2020-02-03 15:34:09,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:35:52,user_6782,10.0.75.210,NO,desktop,1,15,0
2020-02-03 15:36:26,user_6803,46.21.99.19,GB,mobile,1,15,0
2020-02-03 15:36:29,user_5753,78.91.70.65,NO,desktop,0,15,0
2020-02-03 15:37:42,user_6803,46.21.99.19,GB,mobile,1,15,0
2020-02-03 15:39:36,user_1256,87.248.0.39,NO,mobile,0,15,0
2020-02-03 15:40:32,user_6803,46.21.99.19,GB,mobile,1,15,0
2020-02-03 15:41:20,user_4768,80.211.245.68,PL,mobile,0,15,0
2020-02-03 15:42:57,user_6803,46.21.99.19,GB,mobile,1,15,0
2020-02-03 15:43:00,user_7030,185.18.70.153,PL,mobile,1,15,0
2020-02-03 15:44:51,user_7030,185.18.70.153,PL,mobile,1,15,0
2020-02-03 15:45:51,user_7030,185.18.70.153,PL,mobile,1,15,0
2020-02-03 15:46:27,user_7030,185.18.70.153,PL,mobile,1,15,0
2020-02-03 15:48:58,user_7260,10.0.11.228,NO,desktop,1,15,0
2020-02-03 15:50:12,user_7308,139.164.133.9,NO,mobile,1,15,0
2020-02-03 15:51:42,user_7030,10.0.83.237,PL,mobile,1,15,0
2020-02-03 15:52:14,user_7308,139.164.133.9,NO,mobile,1,15,0
2020-02-03 15:52:26,user_7030,10.0.83.237,PL,mobile,1,15,0
2020-02-03 15:52:52,user_7030,10.0.83.237,PL,mobile,1,15,0
2020-02-03 15:53:20,user_7419,193.150.121.174,NO,desktop,1,15,0
2020-02-03 15:53:42,user_7030,10.0.83.237,PL,mobile,1,15,0
2020-02-03 15:55:28,user_7499,80.203.237.221,NO,mobile,1,15,0
2020-02-03 15:56:27,user_7528,158.149.10.70,NO,desktop,1,15,0
2020-02-03 15:56:35,user_1256,87.248.0.39,NO,mobile,0,15,0
2020-02-03 15:56:49,user_6803,46.21.99.19,GB,mobile,1,15,0
2020-02-03 15:58:05,user_7577,185.140.57.87,IR,desktop,0,15,0
2020-02-03 15:58:16,user_1925,79.160.188.74,NO,desktop,1,15,0
2020-02-03 16:01:16,user_7694,51.174.125.239,NO,desktop,1,16,0
2020-02-03 16:01:23,user_6670,10.3.55.70,NO,desktop,0,16,0
2020-02-03 16:01:39,user_7712,84.210.9.84,NO,desktop,1,16,0
2020-02-03 16:05:52,user_6525,84.48.168.2,NO,desktop,1,16,0
2020-02-03 16:06:02,user_6670,10.3.55.70,NO,desktop,1,16,0
2020-02-03 16:06:36,user_1256,87.248.0.39,NO,mobile,0,16,0
2020-02-03 16:07:00,user_7904,81.167.98.173,NO,mobile,1,16,0
2020-02-03 16:08:11,user_94,182.50.190.42,NO,desktop,1,16,0
2020-02-03 16:09:06,user_1256,87.248.0.39,NO,mobile,0,16,0
2020-02-03 16:11:03,user_94,182.50.190.42,NO,desktop,1,16,0
2020-02-03 16:18:38,user_3216,109.203.13.115,NO,desktop,1,16,0
2020-02-03 16:19:52,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:20:33,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:20:48,user_6803,46.21.99.19,GB,mobile,1,16,0
2020-02-03 16:21:08,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:22:03,user_8422,10.3.153.197,UA,mobile,0,16,0
2020-02-03 16:23:14,user_6803,46.21.99.19,GB,mobile,1,16,0
2020-02-03 16:23:22,user_8560,94.102.46.55,NO,desktop,1,16,0
2020-02-03 16:24:07,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:25:00,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:25:37,user_8623,89.162.59.225,NO,mobile,1,16,0
2020-02-03 16:27:43,user_2577,23.137.225.210,US,mobile,0,16,0
2020-02-03 16:30:00,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:30:54,user_8422,10.3.153.197,UA,mobile,1,16,0
2020-02-03 16:30:57,user_1998,10.3.46.160,NO,mobile,1,16,0
2020-02-03 16:31:01,user_1998,10.3.46.160,NO,mobile,0,16,0
2020-02-03 16:31:02,user_1998,10.3.46.160,NO,mobile,0,16,0
2020-02-03 16:31:02,user_1998,10.3.46.160,NO,tablet,0,16,0
2020-02-03 16:33:49,user_7577,185.140.57.87,IR,mobile,0,16,0
2020-02-03 16:37:43,user_7577,185.140.57.87,IR,desktop,0,16,0
2020-02-03 16:41:36,user_9181,91.184.163.176,DE,mobile,0,16,0
2020-02-03 16:41:45,user_1925,79.160.188.74,NO,desktop,1,16,0
2020-02-03 16:44:58,user_9274,51.175.117.193,NO,mobile,1,16,0
2020-02-03 16:50:30,user_7528,158.149.10.70,NO,desktop,0,16,0
2020-02-03 16:51:05,user_479,81.166.249.191,NO,mobile,1,16,0
2020-02-03 16:51:22,user_1925,79.160.188.74,NO,mobile,1,16,0
2020-02-03 16:52:07,user_7030,185.18.70.153,PL,mobile,1,16,0
2020-02-03 16:54:28,user_7308,139.164.133.9,NO,desktop,1,16,0
2020-02-03 16:55:30,user_479,81.166.249.191,NO,mobile,1,16,0
2020-02-03 16:58:08,user_4276,188.228.92.7,NO,mobile,1,16,0
2020-02-03 17:03:21,user_10034,212.8.251.12,AU,mobile,1,17,0
2020-02-03 17:04:44,user_196,139.164.65.202,NO,desktop,1,17,0
2020-02-03 17:05:59,user_2899,10.0.65.22,NO,desktop,1,17,0
2020-02-03 17:07:04,user_10034,212.8.251.12,AU,mobile,0,17,0
2020-02-03 17:07:28,user_10034,212.8.251.12,AU,mobile,1,17,0
2020-02-03 17:09:54,user_10251,103.148.129.115,PK,mobile,0,17,0
2020-02-03 17:11:28,user_10034,212.8.251.12,AU,mobile,0,17,0
2020-02-03 17:11:34,user_10034,212.8.251.12,AU,mobile,0,17,0
2020-02-03 17:12:20,user_10034,212.8.251.12,AU,mobile,1,17,0
2020-02-03 17:13:20,user_10034,212.8.251.12,AU,mobile,0,17,0
2020-02-03 17:15:38,user_10034,212.8.251.12,AU,mobile,0,17,0
2020-02-03 17:15:49,user_479,10.0.69.36,NO,mobile,1,17,0
2020-02-03 17:16:18,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:17:44,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:19:16,user_10034,212.8.251.12,AU,mobile,1,17,0
2020-02-03 17:19:47,user_6803,46.21.99.19,GB,mobile,1,17,0
2020-02-03 17:21:19,user_10617,78.156.29.4,NO,desktop,0,17,0
2020-02-03 17:22:23,user_6803,46.21.99.19,GB,mobile,1,17,0
2020-02-03 17:23:15,user_10617,78.156.29.4,NO,desktop,1,17,0
2020-02-03 17:24:12,user_479,10.0.69.36,NO,mobile,1,17,0
2020-02-03 17:27:26,user_10838,188.74.6.103,DE,mobile,0,17,0
2020-02-03 17:27:32,user_10842,176.52.216.130,IE,mobile,1,17,0
2020-02-03 17:28:10,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:29:09,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:29:49,user_10842,176.52.216.130,IE,mobile,1,17,0
2020-02-03 17:30:02,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:30:47,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:30:54,user_7577,185.140.57.87,IR,desktop,0,17,0
2020-02-03 17:31:05,user_10838,188.74.6.19,DE,mobile,0,17,0
2020-02-03 17:32:44,user_11021,10.2.58.104,BR,desktop,0,17,0
2020-02-03 17:33:24,user_11046,66.68.66.49,US,desktop,1,17,0
2020-02-03 17:34:49,user_11095,10.0.77.227,NO,desktop,1,17,0
2020-02-03 17:34:53,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:35:34,user_11123,139.164.116.177,NO,mobile,1,17,0
2020-02-03 17:35:47,user_1127,84.48.217.153,NO,mobile,1,17,0
2020-02-03 17:36:03,user_10251,103.148.129.115,PK,mobile,1,17,0
2020-02-03 17:36:09,user_11140,10.3.129.165,UA,mobile,1,17,0
2020-02-03 17:36:21,user_7577,185.140.57.87,IR,desktop,0,17,0
2020-02-03 17:36:31,user_11095,10.0.77.227,NO,desktop,1,17,0
2020-02-03 17:36:47,user_10838,188.74.6.19,DE,mobile,0,17,0
2020-02-03 17:36:59,user_1127,84.48.217.153,NO,mobile,1,17,0
2020-02-03 17:37:18,user_11140,10.3.129.165,UA,mobile,1,17,0
2020-02-03 17:37:46,user_11140,10.3.129.165,UA,mobile,1,17,0
2020-02-03 17:38:02,user_11140,10.3.129.165,UA,mobile,1,17,0
2020-02-03 17:39:04,user_11140,10.3.129.165,UA,mobile,0,17,0
2020-02-03 17:42:39,user_10034,10.0.55.76,AU,mobile,1,17,0
2020-02-03 17:42:45,user_10251,103.148.129.128,PK,mobile,1,17,0
2020-02-03 17:49:29,user_479,10.0.69.36,NO,mobile,1,17,0
2020-02-03 17:50:31,user_5846,158.248.83.217,NO,mobile,1,17,0
2020-02-03 17:56:39,user_11869,10.2.205.227,CZ,mobile,0,17,0
2020-02-03 17:57:46,user_4774,10.0.77.119,NO,desktop,1,17,0
2020-02-03 17:58:16,user_11869,10.2.205.227,CZ,mobile,1,17,0
2020-02-03 17:58:38,user_7694,156.52.29.139,NO,mobile,1,17,0
2020-02-03 17:59:04,user_11869,10.2.205.227,CZ,mobile,1,17,0
2020-02-03 18:01:10,user_479,10.0.69.36,NO,mobile,1,18,0
2020-02-03 18:02:05,user_479,10.0.69.36,NO,mobile,1,18,0
2020-02-03 18:07:27,user_12247,46.182.96.41,PL,mobile,1,18,0
2020-02-03 18:09:50,user_7577,185.140.57.87,IR,desktop,0,18,0
2020-02-03 18:12:59,user_7528,158.149.10.70,NO,desktop,1,18,0
2020-02-03 18:13:44,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:14:32,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:15:12,user_12430,176.107.132.224,PL,mobile,0,18,0
2020-02-03 18:17:43,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:18:12,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:18:24,user_10034,10.0.55.76,AU,mobile,1,18,0
2020-02-03 18:18:56,user_10034,10.0.55.76,AU,mobile,0,18,0
2020-02-03 18:22:03,user_12687,10.0.73.19,NO,mobile,1,18,0
2020-02-03 18:22:44,user_7528,158.149.10.70,NO,desktop,0,18,0
2020-02-03 18:22:59,user_12716,91.184.182.170,DE,mobile,0,18,0
2020-02-03 18:23:51,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:24:14,user_7528,158.149.10.70,NO,desktop,1,18,0
2020-02-03 18:24:18,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:25:15,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:26:15,user_12430,176.107.132.224,PL,mobile,1,18,0
2020-02-03 18:26:20,user_12803,10.0.78.250,PL,mobile,1,18,0
2020-02-03 18:26:58,user_12823,193.150.121.161,NO,desktop,1,18,0
2020-02-03 18:27:27,user_12716,91.184.182.170,DE,mobile,0,18,0
2020-02-03 18:29:02,user_12716,91.184.182.170,DE,mobile,0,18,0
2020-02-03 18:29:30,user_12803,10.0.78.250,PL,mobile,1,18,0
2020-02-03 18:31:09,user_7577,185.140.57.87,IR,mobile,0,18,0
2020-02-03 18:31:30,user_7528,158.149.10.70,NO,desktop,1,18,0
2020-02-03 18:34:33,user_4696,46.212.96.218,NO,desktop,0,18,0
2020-02-03 18:37:13,user_4696,46.212.96.218,NO,mobile,0,18,0
2020-02-03 18:38:57,user_4696,46.212.96.218,NO,mobile,0,18,0
2020-02-03 18:39:54,user_4696,46.212.96.218,NO,mobile,0,18,0
2020-02-03 18:41:14,user_13292,109.203.16.73,NO,desktop,1,18,0
2020-02-03 18:41:35,user_13308,84.208.224.3,NO,desktop,1,18,0
2020-02-03 18:44:00,user_7577,185.140.57.87,IR,mobile,0,18,0
2020-02-03 18:45:03,user_13414,81.166.6.161,NO,desktop,1,18,0
2020-02-03 18:45:05,user_479,10.0.69.36,NO,mobile,1,18,0
2020-02-03 18:45:49,user_13440,10.0.64.127,NO,desktop,1,18,0
2020-02-03 18:46:03,user_1127,84.48.217.153,NO,mobile,1,18,0
2020-02-03 18:51:10,user_7528,158.149.10.70,NO,desktop,1,18,0
2020-02-03 18:53:25,user_13663,81.166.58.126,NO,desktop,1,18,0
2020-02-03 18:54:39,user_7577,185.140.57.87,IR,desktop,0,18,0
2020-02-03 18:56:58,user_7528,158.149.10.70,NO,desktop,1,18,0
2020-02-03 18:59:05,user_7577,185.140.57.87,IR,desktop,0,18,0
2020-02-03 19:00:47,user_7577,185.140.57.87,IR,desktop,0,19,0
2020-02-03 19:05:11,user_14064,51.174.111.216,NO,desktop,1,19,0
2020-02-03 19:06:12,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:07:22,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:08:22,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:08:33,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:08:48,user_13414,81.166.6.161,NO,mobile,1,19,0
2020-02-03 19:10:03,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:10:25,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:10:40,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:11:08,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:13:29,user_14316,83.243.173.64,NO,desktop,1,19,0
2020-02-03 19:13:37,user_14319,109.247.8.35,NO,mobile,1,19,0
2020-02-03 19:18:57,user_14316,83.243.173.64,NO,desktop,1,19,0
2020-02-03 19:18:58,user_14471,51.175.154.20,NO,mobile,1,19,0
2020-02-03 19:23:00,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:23:21,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:23:36,user_14179,113.21.73.141,IN,mobile,0,19,0
2020-02-03 19:24:12,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:24:50,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:25:42,user_4276,188.228.92.7,NO,mobile,1,19,0
2020-02-03 19:25:43,user_14179,113.21.73.141,IN,mobile,1,19,0
2020-02-03 19:26:45,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:27:18,user_14734,80.203.239.176,NO,mobile,1,19,0
2020-02-03 19:27:43,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:28:12,user_7577,185.140.57.87,IR,desktop,0,19,0
2020-02-03 19:29:55,user_196,139.164.65.202,NO,desktop,0,19,0
2020-02-03 19:30:55,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:32:23,user_4696,46.212.96.218,NO,mobile,0,19,0
2020-02-03 19:35:01,user_14977,109.254.3.140,CZ,mobile,1,19,0
2020-02-03 19:37:32,user_15052,91.242.206.43,NO,desktop,1,19,0
2020-02-03 19:37:32,user_15053,51.174.170.211,NO,desktop,1,19,0
2020-02-03 19:39:39,user_15110,139.164.209.21,NO,desktop,1,19,0
2020-02-03 19:42:50,user_11021,10.2.58.104,BR,mobile,1,19,0
2020-02-03 19:43:21,user_14316,83.243.173.64,NO,desktop,1,19,0
2020-02-03 19:44:56,user_6670,10.3.55.70,NO,desktop,1,19,0
2020-02-03 19:45:13,user_15277,10.0.61.200,NO,tablet,1,19,0
2020-02-03 19:45:35,user_15289,81.167.23.219,NO,mobile,0,19,0
