user,login_attempt_count,failed_login_count,success_login_count,unique_ip_count,unique_country_count,unique_device_count,avg_login_hour,std_login_hour,first_login_time,last_login_time,failed_login_ratio,activity_span_hours,login_rate_per_hour,ip_entropy,country_entropy,device_entropy,anomaly_label,anomaly_score,raw_risk,risk_score,risk_level
user_154123,14,5,9,4,3,2,15.928571428571429,4.890560542267361,2020-02-09 09:22:14,2020-02-15 08:33:45,0.3571428571428571,143.19194444444443,0.0970928026107176,1.4838317010739088,1.1488348499528316,0.99999999711461,-1,-0.04929398286692166,0.04929398286692166,77.48,High
user_22739,10,0,10,4,3,2,11.8,4.685675570881488,2020-02-04 06:29:34,2020-02-17 09:00:55,0.0,314.5225,0.0316934608466908,1.3567796436762596,1.1567796451189545,0.8812908963453026,-1,-0.04868501579084139,0.04868501579084139,77.28,High
user_50808,15,0,15,9,2,2,15.4,6.467501173449559,2020-02-05 02:09:21,2020-02-11 18:41:56,0.0,160.54305555555555,0.0928545021537085,2.923231415813365,0.9182958311690996,0.3533593321360313,-1,-0.04580498653484566,0.04580498653484566,76.38,High
user_4626,29,29,0,20,1,1,8.931034482758621,5.580137187783357,2020-02-03 14:38:40,2020-02-12 14:56:40,1.0,216.3,0.1334560515416475,3.9474164160472336,0.0,0.0,-1,-0.04549937027399631,0.04549937027399631,76.28,High
user_115683,28,3,25,8,3,1,7.035714285714286,3.824696965552549,2020-02-07 11:52:29,2020-02-15 11:28:39,0.1071428571428571,191.6027777777778,0.1453769271817355,2.881778233341271,1.0575851541396106,0.0,-1,-0.04484987870280288,0.04484987870280288,76.08,High
user_280119,10,8,2,2,1,3,8.5,0.7071067811865478,2020-02-14 07:43:00,2020-02-14 09:19:22,0.8,1.606111111111111,3.837134939245364,0.4689955907038912,0.0,1.4854752928992492,-1,-0.04265333841638819,0.04265333841638819,75.38,High
user_4119,24,0,24,10,2,1,11.083333333333334,7.488638737776549,2020-02-03 14:25:46,2020-02-17 09:37:04,0.0,331.18833333333333,0.0722481724724428,2.9490822809258708,0.8708644663499745,0.0,-1,-0.039982473329814305,0.039982473329814305,74.54,High
user_83042,60,14,46,16,1,1,7.733333333333333,4.128719860152274,2020-02-06 08:42:25,2020-02-08 06:33:03,0.2333333333333333,45.84388888888889,1.28085010495855,3.555402068447604,0.0,0.0,-1,-0.038753913727703315,0.038753913727703315,74.16,High
user_16682,13,6,7,6,2,2,15.0,3.958114029012639,2020-02-03 20:34:17,2020-02-11 14:04:00,0.4615384615384615,185.49527777777777,0.0697068588272267,2.3158243248695376,0.8904916373341012,0.9957274491995354,-1,-0.03817700275864033,0.03817700275864033,73.97,High
user_47389,12,5,7,2,2,2,15.916666666666666,4.14418175569586,2020-02-04 20:34:17,2020-02-16 16:04:06,0.4166666666666667,283.49694444444447,0.042179714876844,0.99999999711461,0.99999999711461,0.99999999711461,-1,-0.036995623842669745,0.036995623842669745,73.6,High
user_97458,11,11,0,2,1,3,17.818181818181817,0.981649817214042,2020-02-06 17:23:13,2020-02-14 19:56:10,1.0,194.54916666666668,0.056251837773109,0.94566030171525,0.0,1.3221793411885816,-1,-0.03136716414700835,0.03136716414700835,71.83,High
user_26128,35,34,1,10,1,1,15.028571428571428,3.884249600371119,2020-02-04 08:53:17,2020-02-05 06:03:51,0.9714285714285714,21.176111111111112,1.5782749204599544,2.795925948649252,0.0,0.0,-1,-0.028576148904123966,0.028576148904123966,70.95,High
user_299656,15,15,0,1,1,1,4.0,0.0,2020-02-15 04:15:15,2020-02-15 04:18:44,1.0,0.0580555555555555,14.176949330532947,0.0,0.0,0.0,-1,-0.024607012584236032,0.024607012584236032,69.7,High
user_21485,87,0,87,4,1,2,11.482758620689657,5.308751153816834,2020-02-04 04:42:13,2020-02-17 07:34:07,0.0,314.865,0.2754341253383566,0.4962321330040886,0.0,0.1579063714494917,-1,-0.022166916146652893,0.022166916146652893,68.93,Medium
user_51502,11,9,2,3,2,1,12.0,6.572670690061994,2020-02-05 03:43:49,2020-02-15 17:38:12,0.8181818181818182,253.9063888888889,0.0431530965071055,1.3221793411885816,0.9940302085915664,0.0,-1,-0.020637478075144378,0.020637478075144378,68.45,Medium
user_13414,10,0,10,3,2,3,10.8,5.245103536738919,2020-02-03 18:45:03,2020-02-15 17:23:08,0.0,286.6347222222222,0.0347663172329874,1.1567796451189545,0.4689955907038912,1.1567796451189545,-1,-0.019961642558655623,0.019961642558655623,68.24,Medium
user_57800,34,14,20,3,1,3,11.411764705882351,3.276339856005464,2020-02-05 09:43:49,2020-02-10 12:50:17,0.4117647058823529,123.10777777777778,0.2739554330017816,0.3815804839810779,0.0,1.0961085657809329,-1,-0.01695060232155654,0.01695060232155654,67.29,Medium
user_18334,36,0,36,7,1,3,14.583333333333334,6.253570408745938,2020-02-03 21:47:53,2020-02-12 18:33:08,0.0,212.75416666666663,0.1684177696341202,2.1307029290850714,0.0,1.5816190485170512,-1,-0.011568431889829478,0.011568431889829478,65.59,Medium
user_27200,10,7,3,7,2,1,6.1,3.0349812373573437,2020-02-04 09:29:11,2020-02-07 06:20:52,0.7,68.86138888888888,0.1431405839340599,2.6464393345721504,0.9709505915692788,0.0,-1,-0.010182220784622609,0.010182220784622609,65.16,Medium
user_15330,51,1,50,11,1,2,14.431372549019608,5.848948288233652,2020-02-03 19:46:52,2020-02-12 15:42:17,0.0196078431372549,211.92361111111111,0.2395225204657382,2.697472201911301,0.0,0.997502543483725,-1,-0.00962670205906524,0.00962670205906524,64.98,Medium
user_301019,10,1,9,2,2,1,7.0,0.0,2020-02-15 07:03:39,2020-02-15 07:13:19,0.1,0.1611111111111111,8.61244019138756,0.7219280920019722,0.7219280920019722,0.0,-1,-0.007959823291936341,0.007959823291936341,64.46,Medium
user_91813,14,11,3,1,1,3,17.214285714285715,1.4238934396479692,2020-02-06 14:05:39,2020-02-08 15:05:51,0.7857142857142857,49.00333333333333,0.2799813345776948,0.0,0.0,1.0949143140840123,-1,-0.00636342234527576,0.00636342234527576,63.95,Medium
user_6059,50,3,47,3,1,3,12.64,5.11404628330201,2020-02-03 15:16:28,2020-02-17 06:38:49,0.06,327.3725,0.1522661002367737,0.3825426648696606,0.0,0.4670814358309184,-1,-0.004108131077678601,0.004108131077678601,63.24,Medium
user_284019,14,9,5,1,1,3,11.571428571428571,1.7415415679698925,2020-02-14 10:51:11,2020-02-14 17:33:20,0.6428571428571429,6.7025,1.8175916910094123,0.0,0.0,1.3787834891580906,-1,-0.003940463637262526,0.003940463637262526,63.19,Medium
user_49677,10,6,4,1,1,3,20.0,1.1547005383792517,2020-02-04 22:33:59,2020-02-05 20:11:42,0.6,21.628611111111116,0.4419184169500263,0.0,0.0,1.1567796451189545,-1,-0.003906403810356673,0.003906403810356673,63.18,Medium
user_124907,29,10,19,1,1,1,18.03448275862069,0.1856953381770517,2020-02-07 18:01:49,2020-02-07 19:01:18,0.3448275862068966,0.9913888888888888,14.562700516111034,0.0,0.0,0.0,-1,-0.0032059581381577162,0.0032059581381577162,62.96,Medium
user_26945,44,2,42,9,2,1,10.977272727272728,4.48505858696865,2020-02-04 09:20:28,2020-02-17 09:09:30,0.0454545454545454,311.8172222222222,0.140657217295865,2.2742817050319446,0.1564910600203115,0.0,-1,-0.0005370734262299948,0.0005370734262299948,62.12,Medium
user_137575,29,29,0,1,1,2,14.586206896551724,4.960682854631654,2020-02-08 12:05:51,2020-02-16 22:44:23,1.0,202.64222222222224,0.1424066172699396,0.0,0.0,0.2163969295658746,-1,-0.0001172217753027116,0.0001172217753027116,61.99,Medium
user_264979,96,15,81,3,1,1,12.072916666666666,4.439641502043456,2020-02-13 13:36:59,2020-02-14 09:40:41,0.15625,20.061666666666667,4.558043839518873,1.1267166314675454,0.0,0.0,1,6.169567121183661e-06,-6.169567121183661e-06,61.95,Medium
user_148491,24,2,22,4,2,1,13.041666666666666,7.067864609974325,2020-02-08 21:14:16,2020-02-16 12:13:04,0.0833333333333333,182.98,0.1304489618436786,1.4135819141814296,0.9544340000395748,0.0,1,0.0024359452101094803,-0.0024359452101094803,61.18,Medium
user_130576,78,6,72,2,1,1,6.307692307692308,3.513638334498065,2020-02-08 03:48:44,2020-02-17 05:29:58,0.0769230769230769,217.68722222222223,0.3566737882871783,0.4770713033339396,0.0,0.0,1,0.004399939777546047,-0.004399939777546047,60.56,Medium
user_82085,17,2,15,2,2,2,8.235294117647058,0.5622957145383872,2020-02-06 08:04:47,2020-02-07 08:14:08,0.1176470588235294,24.155833333333334,0.6757875906847318,0.5225593716515506,0.5225593716515506,0.3227569560120082,1,0.0063758450978254055,-0.0063758450978254055,59.94,Medium
user_153125,11,7,4,6,2,1,12.363636363636363,6.652408996337001,2020-02-09 08:26:04,2020-02-13 06:06:55,0.6363636363636364,93.68083333333334,0.1161797970374151,2.4817145643299026,0.8453509337370464,0.0,1,0.007044165044257422,-0.007044165044257422,59.73,Medium
user_307003,11,10,1,2,1,2,12.454545454545457,0.5222329678670934,2020-02-15 12:27:06,2020-02-15 13:25:41,0.9090909090909092,0.9763888888888888,5.56570625439213,0.9940302085915664,0.0,0.9940302085915664,1,0.008689201362058752,-0.008689201362058752,59.21,Medium
user_277207,15,15,0,8,1,1,2.533333333333333,0.9154754164341268,2020-02-14 02:12:18,2020-02-15 01:25:50,1.0,23.225555555555555,0.6191808466724763,2.463458287106743,0.0,0.0,1,0.010309524792862068,-0.010309524792862068,58.7,Medium
user_69658,10,5,5,5,1,3,15.1,2.078995483935023,2020-02-05 16:47:37,2020-02-13 12:42:27,0.5,187.9138888888889,0.0529341704774368,2.1709505872411934,0.0,1.295461839910237,1,0.012231944149424412,-0.012231944149424412,58.1,Medium
user_13440,66,10,56,1,1,1,17.09090909090909,4.256135020730113,2020-02-03 18:45:49,2020-02-16 21:17:22,0.1515151515151515,314.5258333333333,0.209174631765492,0.0,0.0,0.0,1,0.012771392680466565,-0.012771392680466565,57.93,Medium
user_314677,12,9,3,2,1,3,12.166666666666666,1.992409839791244,2020-02-15 18:39:50,2020-02-16 13:02:47,0.75,18.3825,0.6191151812201728,0.4138168474182437,0.0,1.280672125192802,1,0.013829684367679285,-0.013829684367679285,57.59,Medium
user_184640,10,8,2,4,1,3,14.0,2.7487370837451075,2020-02-10 13:17:52,2020-02-13 13:00:40,0.8,71.71333333333334,0.1375263592188502,1.3567796436762596,0.0,1.295461839910237,1,0.013957595241362641,-0.013957595241362641,57.55,Medium
user_5846,65,1,64,9,1,1,12.66153846153846,5.75075245912688,2020-02-03 15:10:55,2020-02-17 08:32:27,0.0153846153846153,329.3588888888889,0.1967557168466617,2.835816702673461,0.0,0.0,1,0.01468714115625469,-0.01468714115625469,57.32,Medium
user_9181,33,4,29,18,1,1,7.212121212121212,4.399982782335458,2020-02-03 16:41:36,2020-02-17 03:08:07,0.1212121212121212,322.44194444444446,0.1020275835179076,3.672145229294662,0.0,0.0,1,0.017530117934672407,-0.017530117934672407,56.43,Medium
user_94756,54,5,49,11,1,1,8.537037037037036,7.176252669462024,2020-02-06 15:55:44,2020-02-15 18:36:11,0.0925925925925925,218.67416666666668,0.2458186177254949,2.686725164928053,0.0,0.0,1,0.01760002857419285,-0.01760002857419285,56.4,Medium
user_173871,16,1,15,5,2,2,6.8125,4.693523907115704,2020-02-10 05:44:05,2020-02-11 12:41:58,0.0625,30.96472222222222,0.5005518236250033,2.021782214386323,0.3372900637316238,0.6962122572397558,1,0.01797197178011134,-0.01797197178011134,56.29,Medium
user_25812,39,1,38,3,1,3,14.205128205128204,5.336958956576632,2020-02-04 08:43:40,2020-02-15 21:33:12,0.0256410256410256,276.8255555555556,0.1403758553528793,0.5796354044553472,0.0,0.4618817003822851,1,0.020928489623322943,-0.020928489623322943,55.36,Medium
user_68970,26,25,1,1,1,2,12.807692307692308,4.915438786267047,2020-02-05 16:22:02,2020-02-08 11:15:49,0.9615384615384616,66.8963888888889,0.3829364186444214,0.0,0.0,0.5159469271220574,1,0.021024639507279397,-0.021024639507279397,55.33,Medium
user_7694,16,2,14,14,1,2,15.5,5.163977794943223,2020-02-03 16:01:16,2020-02-17 06:35:51,0.125,326.5763888888889,0.0488435691420576,3.749999979802271,0.0,0.8960382296491674,1,0.02136782858999553,-0.02136782858999553,55.22,Medium
user_174155,23,2,21,10,2,1,8.478260869565217,5.358676610858585,2020-02-10 06:07:51,2020-02-16 19:58:46,0.0869565217391304,157.8486111111111,0.1447919490080527,3.033794006565261,0.5586293705668092,0.0,1,0.021809188630756537,-0.021809188630756537,55.08,Medium
user_187654,11,0,11,3,2,2,12.545454545454543,2.018099916438052,2020-02-10 14:34:41,2020-02-16 10:58:14,0.0,140.3925,0.077797620100076,1.4949188439058658,0.6840384327536516,0.6840384327536516,1,0.02241803133770004,-0.02241803133770004,54.89,Medium
user_311154,10,0,10,4,2,1,14.3,3.056868404829433,2020-02-15 15:44:46,2020-02-16 17:11:28,0.0,25.445,0.3781433163168841,1.8464393389002356,0.99999999711461,0.0,1,0.02383103225063865,-0.02383103225063865,54.44,Medium
user_23067,14,0,14,2,2,1,11.642857142857142,3.295851538318643,2020-02-04 06:46:42,2020-02-12 15:09:55,0.0,200.38694444444445,0.0695179125867422,0.940285955785241,0.940285955785241,0.0,1,0.024266501293500053,-0.024266501293500053,54.31,Medium
user_261323,20,2,18,1,1,2,10.9,0.3077935056255461,2020-02-13 10:56:45,2020-02-13 11:53:12,0.1,0.9408333333333332,10.3048518677544,0.0,0.0,0.9340680524901008,1,0.025301266992719174,-0.025301266992719174,53.98,Medium
user_124175,10,0,10,4,2,1,17.9,3.928528138289623,2020-02-07 17:27:36,2020-02-08 08:26:54,0.0,14.988333333333332,0.6254560617116648,1.760964041672901,0.7219280920019722,0.0,1,0.0262217954142554,-0.0262217954142554,53.69,Medium
user_15455,10,2,8,5,1,3,17.9,3.1780497164141406,2020-02-03 19:50:52,2020-02-06 20:39:21,0.2,72.80805555555555,0.1354865661306165,2.1709505872411934,0.0,1.295461839910237,1,0.02810107875856227,-0.02810107875856227,53.1,Medium
user_33652,14,14,0,1,1,2,16.428571428571427,3.081315546078573,2020-02-04 13:03:30,2020-02-15 10:22:45,1.0,261.3208333333333,0.0533697603125943,0.0,0.0,0.863120565681241,1,0.028111299100980314,-0.028111299100980314,53.09,Medium
user_300561,12,12,0,2,1,1,6.0,0.0,2020-02-15 06:18:48,2020-02-15 06:46:53,1.0,0.4680555555555555,8.174077578051088,0.9798687537657628,0.0,0.0,1,0.028325835733500226,-0.028325835733500226,53.03,Medium
user_282476,10,7,3,2,1,2,9.0,0.0,2020-02-14 09:40:35,2020-02-14 09:52:11,0.7,0.1933333333333333,8.379888268156424,0.7219280920019722,0.0,0.7219280920019722,1,0.028495587496442876,-0.028495587496442876,52.97,Medium
user_63734,21,20,1,2,1,2,13.142857142857142,2.5939490026928875,2020-02-05 13:11:45,2020-02-15 10:59:22,0.9523809523809524,237.79361111111112,0.0879420513065094,0.7024665484050002,0.0,0.7024665484050002,1,0.03185989964089553,-0.03185989964089553,51.91,Medium
user_68209,50,17,33,2,1,1,16.28,2.5717460121521327,2020-02-05 15:55:52,2020-02-06 13:45:53,0.34,21.83361111111111,2.1897543825500905,0.2422921861970248,0.0,0.0,1,0.03224387472216028,-0.03224387472216028,51.79,Medium
user_93041,13,9,4,2,2,1,9.384615384615383,1.3867504905630728,2020-02-06 14:51:07,2020-02-17 09:58:02,0.6923076923076923,259.1152777777778,0.049977841021342,0.3912435607438656,0.3912435607438656,0.0,1,0.03256976385069532,-0.03256976385069532,51.69,Medium
user_61537,14,0,14,7,1,3,14.071428571428571,3.950935346204758,2020-02-05 11:58:41,2020-02-16 15:55:50,0.0,267.9525,0.0520538013217947,2.6995138402211003,0.0,1.263809169555461,1,0.03275808184235274,-0.03275808184235274,51.63,Medium
user_253160,11,10,1,1,1,1,22.363636363636363,0.504524979109513,2020-02-12 22:43:49,2020-02-12 23:10:46,0.9090909090909092,0.4491666666666666,7.590569292696952,0.0,0.0,0.0,1,0.03411305131147058,-0.03411305131147058,51.2,Medium
user_40190,16,16,0,9,1,1,11.1875,4.323867867238005,2020-02-04 16:32:56,2020-02-15 07:01:03,1.0,254.4686111111111,0.0626300034685713,2.852216988478228,0.0,0.0,1,0.03529722923613321,-0.03529722923613321,50.83,Medium
user_180220,25,0,25,5,1,3,12.56,4.47288124888943,2020-02-10 10:35:22,2020-02-13 15:45:18,0.0,77.16555555555556,0.3198339706321341,1.7735681509517525,0.0,1.0211191842350973,1,0.03606389029910395,-0.03606389029910395,50.59,Medium
user_88085,11,5,6,2,1,3,11.636363636363637,1.3618169680781096,2020-02-06 11:50:34,2020-02-10 08:36:17,0.4545454545454545,92.76194444444444,0.1173183861019188,0.94566030171525,0.0,1.3092966639089187,1,0.03616688458990591,-0.03616688458990591,50.56,Medium
user_29417,10,10,0,2,1,2,11.4,0.9660917830792958,2020-02-04 10:44:12,2020-02-04 12:14:22,1.0,1.5027777777777778,3.995560488346282,0.4689955907038912,0.0,0.4689955907038912,1,0.03633468979887566,-0.03633468979887566,50.5,Medium
user_141839,14,7,7,5,1,3,13.142857142857142,4.4868550379824095,2020-02-08 15:27:55,2020-02-14 12:06:08,0.5,140.63694444444445,0.0988442673266744,2.0202441999402807,0.0,1.0949143140840123,1,0.036859791412849896,-0.036859791412849896,50.34,Medium
user_318775,10,7,3,1,1,1,2.0,0.0,2020-02-16 02:13:17,2020-02-16 02:17:21,0.7,0.0677777777777777,9.365244536940688,0.0,0.0,0.0,1,0.03699847890002217,-0.03699847890002217,50.29,Medium
user_142877,10,5,5,1,1,2,16.0,0.0,2020-02-08 16:16:54,2020-02-08 16:31:02,0.5,0.2355555555555555,8.093525179856115,0.0,0.0,0.4689955907038912,1,0.03752020420559121,-0.03752020420559121,50.13,Medium
user_127667,13,2,11,3,1,3,17.23076923076923,0.9268086959962982,2020-02-07 20:35:19,2020-02-15 16:34:06,0.1538461538461538,187.97972222222225,0.0687904492986461,1.5262349056214373,0.0,1.1401156741865242,1,0.03757874313207399,-0.03757874313207399,50.11,Medium
user_112914,12,11,1,3,1,2,11.916666666666666,1.4433756729740637,2020-02-07 10:05:57,2020-02-07 13:41:43,0.9166666666666666,3.596111111111111,2.6109029372658044,1.4591479126991596,0.0,0.99999999711461,1,0.03786639681468096,-0.03786639681468096,50.02,Medium
user_224334,15,15,0,2,1,2,15.6,5.840743592581831,2020-02-11 19:41:22,2020-02-12 07:09:42,1.0,11.47222222222222,1.202672605790646,0.3533593321360313,0.0,0.8366407390557772,1,0.038295010400904106,-0.038295010400904106,49.89,Medium
user_255042,56,7,49,6,1,1,8.767857142857142,4.112027022499516,2020-02-13 04:57:54,2020-02-14 02:14:55,0.125,21.28361111111111,2.513057678164072,2.2384959567608096,0.0,0.0,1,0.03851644138121768,-0.03851644138121768,49.82,Medium
user_4696,19,19,0,2,1,2,16.68421052631579,3.544207035257948,2020-02-03 14:40:50,2020-02-04 08:26:14,1.0,17.756666666666668,1.0129731650968543,0.2974722460338996,0.0,0.6292492209706445,1,0.03906475723802949,-0.03906475723802949,49.64,Medium
user_172727,17,0,17,1,1,1,3.0,0.0,2020-02-10 03:22:16,2020-02-10 03:31:59,0.0,0.1619444444444444,14.63064786038728,0.0,0.0,0.0,1,0.039127744641826556,-0.039127744641826556,49.62,Medium
user_169061,10,10,0,6,1,2,12.2,6.696599468718766,2020-02-09 20:22:23,2020-02-15 10:59:10,1.0,134.61305555555555,0.0737392130796977,2.5219280862311924,0.0,0.4689955907038912,1,0.039724442604203825,-0.039724442604203825,49.44,Medium
user_168395,15,14,1,6,1,1,14.6,7.365944804106453,2020-02-09 19:52:23,2020-02-13 10:39:41,0.9333333333333332,86.78833333333333,0.1708655288288117,2.040223920285682,0.0,0.0,1,0.03975093985254208,-0.03975093985254208,49.43,Medium
user_47725,11,4,7,2,1,3,13.272727272727272,3.133397807202561,2020-02-04 20:46:29,2020-02-15 18:44:18,0.3636363636363636,261.9636111111111,0.0418308828112043,0.94566030171525,0.0,1.435371386446448,1,0.039909689667938175,-0.039909689667938175,49.38,Medium
user_115162,60,7,53,12,1,1,10.016666666666667,4.717409755603161,2020-02-07 11:31:42,2020-02-13 07:58:13,0.1166666666666666,140.44194444444443,0.4242023130809461,2.5572046553116303,0.0,0.0,1,0.04037206268231264,-0.04037206268231264,49.23,Medium
user_258231,50,10,40,3,1,1,10.88,2.496037676324751,2020-02-13 08:39:27,2020-02-13 14:15:33,0.2,5.601666666666667,7.573844988639233,1.5843814533964085,0.0,0.0,1,0.04038345075134386,-0.04038345075134386,49.23,Medium
user_184450,22,16,6,13,1,1,7.454545454545454,6.4122447798632205,2020-02-10 13:11:23,2020-02-16 13:42:39,0.7272727272727273,144.5211111111111,0.1511808137803602,3.299896372412856,0.0,0.0,1,0.04047509828789442,-0.04047509828789442,49.2,Medium
user_171773,30,0,30,10,1,2,5.466666666666667,4.216006717698415,2020-02-10 00:41:02,2020-02-16 08:20:10,0.0,151.65222222222224,0.1965251443004068,2.8540969503324387,0.0,0.2108422974331421,1,0.040639967187420134,-0.040639967187420134,49.15,Medium
user_54916,24,1,23,3,1,3,15.25,4.275816728492017,2020-02-05 08:00:35,2020-02-09 15:19:24,0.0416666666666666,103.31361111111111,0.2300754402456268,1.1752835829852684,0.0,1.1226079640725468,1,0.04128936182048848,-0.04128936182048848,48.94,Medium
user_114600,13,6,7,3,1,3,16.384615384615383,4.113766756037212,2020-02-07 11:09:39,2020-02-12 19:36:23,0.4615384615384615,128.44555555555556,0.1004283225036695,1.1401156741865242,0.0,1.2389012522745455,1,0.04140186706830262,-0.04140186706830262,48.91,Medium
